,artist,title,stream_count
9106,mr. lif,i heard it today,1423572
9108,wooden shjips,dos,9049587
9109,telepathe,dance mother,886559
9110,doves,kingdom of rust,13046589
9113,jadakiss,the last kiss,16563774
9116,martyn,great lengths,675077
9117,silversun pickups,swoon,51154301
9118,bob mould,life and times,428060
9119,nite jewel,good evening,1914101
9120,prince,lotusflow3r,917844
9121,metric,fantasies,107598786
9123,the usa is a monster,space programs,23958
9124,say hi,oohs & aahs,8554144
9125,bat for lashes,two suns,43191635
9126,superchunk,leaves in the gutter,184121
9127,the love language,the love language,1518110
9128,thieves like us,play music,1391627
9131,black dice,repo,145478
9132,gentleman reg,jet black,211473
9133,circlesquare,songs about dancing and drugs,155157
9135,junior boys,begone dull care,9046966
9136,joker's daughter,the last laugh,227486
9137,baby charles,baby charles,3103895
9138,telekinesis,telekinesis!,2475528
9140,the hold steady,a positive rage,1306153
9142,mi ami,watersports,13959
9144,the qemists,join the q,10012192
9145,crystal antlers,tentacles,35860
9147,various artists,local customs: downriver revival,1470524
9148,the coathangers,scramble,522262
9149,it hugs back,inside your guitar,150886
9152,ben klock,one,5255517
9153,tune-yards,bird-brains,4653300
9156,swervedriver,raise,1628476
9157,matteah baim,laughing boy,48448
9158,various artists,pop ambient 2009,163105
9159,obi best,capades,26739
9160,mastodon,crack the skye,33329176
9161,the whitest boy alive,rules,69000902
9162,sissy wish,beauties never die,85110
9163,filastine,dirty bomb,96486
9164,bosque brown,baby,312872
9165,peter bjorn and john,living thing,12087600
9166,the thermals,now we can see,3137692
9168,gomez,a new tide,4220580
9170,"pj harvey, john parish",a woman a man walked by,6394577
9171,red red meat,bunny gets paid [deluxe edition],231742
9172,richard buckner,bloomed,749418
9173,bibio,vignetting the compost,1523161
9176,the juan maclean,the future will come,1838595
9178,an horse,rearrange beds,977495
9179,the old ceremony,walk on thin air,42672
9180,yeah yeah yeahs,it's blitz!,172552263
9181,serge gainsbourg,histoire de melody nelson,11505904
9182,anni rossi,rockwell,142227
9183,project pat,real recognize real,1056397
9184,tombs,winter hours,169664
9186,jeremy jay,slow dance,1408277
9187,damien jurado,caught in the trees,17040718
9189,mt. st. helens vietnam band,mt. st. helens vietnam band,175022
9190,peter doherty,grace/wastelands,16498090
9191,fridge,early output: 1996-1998,272097
9193,skeletons,money,44884
9194,elvis perkins in dearland,elvis perkins in dearland,2100810
9195,the decemberists,the hazards of love,16389232
9197,kylesa,static tensions,3817613
9199,casiotone for the painfully alone,advance base battery life,2037598
9200,fever ray,fever ray,93179300
9201,lotus plaza,the floodlight collective,984832
9202,friendly foes,born radical,8469
9205,swan lake,enemy mine,368289
9206,gui boratto,take my breath away,8844878
9209,desolation wilderness,white light strobing,228291
9210,dan deacon,bromst,3759567
9211,nick lowe,quiet please...the new best of nick lowe,15752881
9212,the lines,flood bank,79843
9213,marianne dissard,l'entredeux,37156
9214,brethren of the free spirit,the wolf also shall dwell with the lamb,51539
9215,mstrkrft,fist of god,22047949
9217,dm stith,heavy ghost,1226397
9218,laura gibson,beasts of seasons,1454333
9219,these are powers,all aboard future,51200
9220,cymbals eat guitars,why there are mountains,2508120
9221,obits,i blame you,489158
9222,nels cline,coward,63905
9223,white lies,to lose my life...,77841702
9224,bloodkin,"baby, they told us we would rise again",73861
9225,bishop allen,grrr...,1715847
9226,k'naan,troubadour,177097703
9227,deleted scenes,birdseed shirt,50730
9228,coloma,love's recurring dream,0
9229,oj da juiceman,the otha side of the trap...,8187002
9230,handsome furs,face control,2099270
9231,various artists,just like heaven: a tribute to the cure,1923484
9232,lars horntveth,kaleidoscopic,23672
9233,b. fleischmann,angst is not a weltanschauung!,204734
9234,dj koze,reincarnations: the remix chapter 2001-2009,4193982
9235,condo fucks,fuckbook,159532
9236,bell orchestre,as seen through windows,100972
9240,marissa nadler,little hells,704158
9241,mirah,(a)spera,847640
9243,extra golden,thank you very quickly,28918
9244,hi red center,assemble,0
9245,cursive,"mama, i'm swollen",3092401
9246,brother ali,the truth is here,5923874
9249,arbouretum,song of the pearl,87052
9250,madlib,beat konducta vol. 5-6,4331395
9252,zu,carboniferous,520859
9254,lithops,ye viols!,0
9255,rio en medio,frontier,108454
9256,the boy least likely to,the law of the playground,737692
9257,the sight below,glider,2225873
9259,woodpigeon,songbook,799352
9260,wavves,wavvves,3883352
9262,isaac hayes,black moses,5487955
9265,neko case,middle cyclone,14818087
9267,shrag,shrag,74027
9269,longwave,secrets are sinister,419112
9270,u2,no line on the horizon,76683516
9271,malajube,labyrinthes,580864
9272,here we go magic,here we go magic,16900609
9273,manda rin,my dna,16319
9275,boredoms,super roots 10,17323
9278,cobra verde,haven't slept all year,252908
9280,various artists,dark was the night,17353239
9281,alela diane,to be still,6614589
9282,nimrod workman,i want to go where things are beautiful,0
9283,odawas,the blue depths,46725
9285,the prodigy,invaders must die,118521193
9286,tim hecker,an imaginary country,1475205
9287,mountains,choral,1344226
9290,...and you will know us by the trail of dead,the century of self,759091
9291,clem snide,hungry bird,152470
9293,ursula bogner,recordings 1969-1988,30552
9295,black lips,200 million thousand,4034588
9296,peter tosh,the ultimate peter tosh experience,28296316
9297,heartless bastards,the mountain,11774106
9299,azita,how will you?,0
9301,atmosphere,god loves ugly,34989979
9302,van morrison,astral weeks live at the hollywood bowl,2211642
9303,murry hammond,i don't know where i'm going but i'm on my way,54864
9304,dead confederate,wrecking ball,1319223
9305,the lonely island,incredibad,166999546
9308,coconut records,davy,17704578
9309,alex moulton,exodus,2238
9310,n.a.s.a.,the spirit of apollo,8118031
9311,jason isbell and the 400 unit,jason isbell and the 400 unit,91314652
9313,death,...for the whole world to see,1720330
9314,sbach,sbach,53582
9315,m. ward,hold time,18126648
9316,asobi seksu,hush,425075
9317,vetiver,tight knit,6607685
9318,pale young gentlemen,black forest (tra la la),383167
9319,fight bite,emerald eyes,35088
9320,beastie boys,paul's boutique,33342378
9322,volcano suns,the bright orange years,114426
9323,stephen emmer,recitement,47452
9324,faraquet,anthology 1997-98,403060
9325,dan auerbach,keep it hid,60832632
9326,franz nicolay,major general,105856
9327,windsurf,coastlines,130071
9330,lily allen,"it's not me, it's you",338021025
9331,bee gees,odessa,8690457
9332,iran,dissolver,52430
9333,free blood,the singles,78602
9334,modern skirts,all of us in our night,97157
9336,phosphorescent,to willie,4139863
9337,benjy ferree,"come back to the five and dime, bobby dee bobby dee ",521263
9339,goblin cock,come with me if you want to live,246749
9340,rza,afro samurai resurrection,4634658
9344,kevin rudolf,in the city,71326909
9345,the pains of being pure at heart,the pains of being pure at heart,8203715
9346,robert pollard,the crawling distance,35960
9348,freeway,month of madness,46446
9349,psychic ills,mirror eye,209074
9352,the foreign exchange,leave it all behind,5475790
9353,the von bondies,"love, hate, and then there's you",1444883
9354,ben kweller,changing horses,2038335
9355,nickel eye,the time of the assassins,1324094
9357,six organs of admittance,rtz,0
9359,catfish haven,devastator,19438
9360,morrissey,years of refusal,17222044
9361,diplo,decent work for decent pay,7571057
9362,james brown,"the singles, vol. 6: 1969-1970",5101146
9366,kylie minogue,boombox,242631701
9367,cotton jones,paranoid cocoon,29276325
9368,telefon tel aviv,immolate yourself,8086012
9370,times new viking,stay awake ep,36128
9372,cut off your hands,you and i,622157
9373,cale parks,sparklace,14472
9374,the bird and the bee,ray guns are not just the future,13943378
9377,loney dear,dear john,4506818
9378,lucky dragons,dream island laughing language,227734
9379,jaguar love,take me to the sea,337108
9381,blackout beach,skin of evil,39895
9383,misery index,traitors,443803
9384,landed,how little will it take,1134
9385,bruce springsteen,working on a dream,28985987
9388,chandeliers,the thrush ,7680
9389,susanna,flower of evil,100753
9390,franz ferdinand,tonight,86009771
9391,of montreal,jon brion remix ep,736009
9392,johnson&jonson,johnson&jonson,1168565
9393,lake,"oh, the places we'll go",239057
9394,michael zapruder,dragon chinese cocktail horoscope,3238
9395,thom yorke,the eraser rmxs,2128317
9396,j. tillman,vacilando territory blues,3407441
9399,the standard,swimmer,22955
9400,andrew bird,noble beast,20238381
9404,ruby isle,night shot,13989
9405,a.c. newman,get guilty,1480617
9408,pretty & nice,get young,95072
9409,golden animals,free your mind and win a pony,320446
9412,buraka som sistema,black diamond,12122600
9413,boduf songs,how shadows chase the balance,53080
9414,daniel martin moore,stray age,514757
9415,antony and the johnsons,the crying light,10128433
9416,thievery corporation,radio retaliation,40678346
9418,these arms are snakes,tail swallower & dove,610215
9419,sparks,exotic creatures of the deep,763757
9421,epmd,we mean business,1363776
9423,the gourds,haymaker! ,742346
9424,cranes,cranes,2082109
9425,glasvegas,glasvegas,31820860
9426,nodzzz,nodzzz,124117
9427,various artists,titan: it's all pop!,154926
9428,dub colossus,a town called addis,444844
9429,people under the stairs,fun dmc,2260246
9430,zomby,where were u in 92?,1795655
9431,late of the pier,fantasy black channel,5922486
9432,scarface,emeritus,2872038
9434,mason proper,olly oxen free,986236
9435,the kinks,picture book,547613437
9437,charlie louvin,steps to heaven,12290
9438,neil halstead,oh! mighty engine,1461366
9439,army navy,army navy,1052099
9444,caithlin de marrais,my magic city,12794
9447,pelle carlberg,the lilac time,77197
9448,her space holiday,"xoxo, panda and the new kid revival",893636
9449,au revoir simone,reverse migration,1351285
9451,marianne faithfull,easy come easy go,1029975
9452,terakaft,akh issudar,303679
9454,gregory and the hawk,moenie and kitchi,2423059
9457,wreckless eric & amy rigby,wreckless eric & amy rigby,127584
9458,all the saints,fire on corridor x,49176
9459,don caballero,punkgasm,685992
9460,ghostface killah,ghostdeini the great,15604007
9462,otis redding,live in london and paris,2932586
9463,jolie holland,the living and the dead,907892
9465,animal collective,merriweather post pavilion,64033411
9467,friendly fires,friendly fires,69180244
9468,the aliens,luna,84018
9469,ludacris,theater of the mind,22582316
9470,the flaming lips,christmas on mars,603512
9474,ane brun,changing of the seasons,46011218
9476,roy orbison,the soul of rock and roll,586136126
9477,the welcome wagon,welcome to the welcome wagon,1538050
9478,various artists,i'll stay 'til after christmas,3359030
9479,the uglysuit,the uglysuit,82014
9480,pavement,brighten the corners: nicene creedence ed.,43038487
9481,common,universal mind control,6663374
9482,barbara morgenstern,bm,79121
9484,restiform bodies,tv loves you back,218176
9485,justice,a cross the universe,25182562
9487,boston spaceships,brown submarine,112676
9488,simon bookish,everything/everything,69192
9489,japanese motors,japanese motors,1113287
9491,cat power,dark end of the street ep,9630513
9492,alaska in winter,holiday,367083
9493,hush arbors,hush arbors,52420
9495,the killers,day & age,389179996
9496,neil young,sugar mountain: live at canterbury house 1968,4780741
9497,the manhattan love suicides,burnt out landscapes,89931
9499,future clouds & radar,peoria,0
9503,ladyhawke,ladyhawke,37123431
9506,fennesz,black sea,565332
9507,wintersleep,welcome to the night sky,8567410
9509,christmas decorations,far flung hum,0
9510,kanye west,808s and heartbreak,582957985
9512,various artists,i love dubstep,110501
9513,empire of the sun,walking on a dream,474501131
9514,the pica beats,beating back the claws of the cold,469054
9515,guns n' roses,chinese democracy,98515921
9517,bohren & der club of gore,dolores,2322764
9518,the knux,remind me in 3 days,1694224
9519,aterciopelados,rio,2269185
9520,death cab for cutie,something about airplanes,7226851
9521,various artists,love train: the sound of philadelphia,511869081
9522,wild beasts,"limbo, panto",2776509
9523,julian koster,the singing saw at christmastime,69030
9524,gojira,the way of all flesh,29915229
9526,wu-tang clan,wu: the story of the wu-tang clan,472410253
9527,the gaslight anthem,the '59 sound,61190637
9529,various artists,eccentric soul: the young disciples,446955
9530,r.e.m.,murmur [deluxe edition],20279228
9531,the fireman,electric arguments,1213889
9532,black milk,tronic,4756637
9533,harry pussy,you'll never play this town again,50905
9534,anathallo,canopy glow,1275563
9535,alexis taylor,rubbed out,0
9537,grace jones,hurricane,1898989
9538,wilderness,(k)no(w)here,51656
9539,statik selektah,stick 2 the script,991407
9541,the lucksmiths,first frost,389684
9544,stereo image,stereo image ,2551
9546,cheap trick,budokan! ,21236783
9547,prurient,arrowhead,1465
9548,tussle,cream cuts,52099
9550,amadou & mariam,welcome to mali,12744096
9551,los campesinos!,"we are beautiful, we are doomed",2858284
9553,illa j,yancey boys,13258343
9554,magazine,play,106385
9555,max tundra,parallax error beheads you,177601
9559,z-ro,crack,12096200
9560,danielson,trying hartz,169860
9561,matthew dear,body language vol. 7,8596
9562,the postmarks,by-the-numbers,344968
9564,strfkr,starfucker,68035682
9565,love is all,a hundred things keep me up at night,100138
9567,nisennenmondai,neji/tori,107835
9568,metronomy,nights out,23166187
9569,karl blau,nature's got away,423148
9570,lou reed,berlin: live at st. ann's warehouse,4991990
9572,school of seven bells,alpinisms,4525765
9574,rtx,jj got live ratx,0
9575,q-tip,the renaissance,27716733
9576,the matthew herbert big band,theres me and theres you,184636
9577,jessica lea mayfield,with blasphemy so heartfelt,4191897
9578,amon amarth,twilight of the thunder god,88111193
9579,i'm from barcelona,who killed harry houdini?,1270011
9580,new order,movement,11965305
9581,reefer,reefer,106563
9582,travis,ode to j. smith,5524320
9583,+/-,xs on your eyes,103346
9585,megapuss,surfing,1132155
9586,little joy,little joy,34500672
9587,alias,resurgam,605297
9590,eagles of death metal,heart on,29144302
9593,pop levi,never never love,1095817
9594,glorytellers,glorytellers,14208
9595,snow patrol,a hundred million suns,52483506
9596,luomo,convivial,160717
9598,pit er pat,high time,0
9600,the smiths,the sound of the smiths,945602778
9601,mavis staples,live: hope at the hideout,804029
9605,the cure,4:13 dream,17914310
9606,crystal stilts,alight of night,2283498
9607,callers,fortune,26593
9608,the dears,missiles,319721
9609,tobacco,fucked up friends,5698633
9613,jake one,white van music,4316496
9615,blitzen trapper,furr,56008352
9616,arthur russell,love is overtaking me,9837430
9617,the legendary pink dots,plutonium blonde,69272
9618,chairlift,does you inspire you,42795380
9619,palms,its midnight in honolulu,104815
9620,kaiser chiefs,off with their heads,26023771
9621,squarepusher,just a souvenir,1038102
9622,ben folds,way to normal,19636068
9624,gabriel kahane,gabriel kahane,869390
9628,grails,doomsdayer's holiday,403406
9629,o'death,"broken hymns, limbs and skin",485090
9631,the sea and cake,car alarm,1158240
9633,mamiffer,hirror enniffer ,40395
9634,dr. dooom,dr. dooom 2,208533
9635,johnny cash,johnny cash at folsom prison: legacy edition,170235564
9636,windy & carl,songs for the broken hearted,275502
9638,raglani,of sirens born,1187
9642,parts & labor,receivers,142015
9643,raphael saadiq,the way i see it ,58365653
9644,the howling hex,earth junk,0
9645,of montreal,skeletal lamping,6679249
9646,the long blondes,"""singles""",461096
9649,nagisa ni te,yosuga,70589
9651,gang gang dance,saint dymphna,2983641
9652,religious knives,the door,14044
9654,david grubbs,an optimist notes the dusk,0
9655,the clash,live at shea stadium,14561168
9656,lucinda williams,little honey,1712891
9657,chad vangaalen,soft airplane,6384414
9659,hello saferide,more modern short stories from...,11508952
9660,fucked up,the chemistry of common life,1488078
9661,secret machines,secret machines,2221586
9662,max richter,24 postcards in full colour,11031027
9663,library tapes,a summer beneath the trees,300255
9664,the broken west,now or heaven,512866
9665,jay reatard,matador singles '08,3030371
9666,keane,perfect symmetry,31754035
9667,anna ternheim,halfway to fivepoints,6899718
9668,love as laughter,holy,331700
9671,morgan geist,double night time,63056
9672,krallice,krallice,103992
9673,prints,just thoughts,20345
9674,birdmonster,from the mountain to the sea,36394
9675,oasis,dig out your soul,57815617
9677,wrnlrd,oneiromantical war,0
9678,blevin blectum,gular flutter ,1292
9679,shock cinema,hell and highwater,11826
9680,deerhoof,offend maggie,1108078
9681,crooked fingers,forfeit/fortune,206683
9683,castanets,city of refuge,110411
9684,these united states,a picture of the three of us at the gate to the garden of eden,251995
9686,annuals,such fun,362967
9689,volcano!,paperwork,54295
9691,lambchop,oh (ohio),3223425
9692,sic alps,u.s. ez,364625
9693,the rosebuds,life like,2259056
9694,liz durrett,outside our gates,284713
9695,department of eagles,in ear park,11556946
9697,ancestors,neptune with fire,26853
9699,stereophonics,pull the pin,7138353
9700,the streets,everything is borrowed,15909021
9702,hawnay troof,islands of ayle,8788
9703,intronaut,prehistoricisms,457438
9704,noah and the whale,"peaceful, the world lays me down",127439031
9705,vivian girls,vivian girls,414088
9706,the week that was,the week that was,600631
9707,ice cube,the essentials,315021374
9708,31knots,worried well,104772
9709,the dead science,villainaire,33365
9710,t.i.,paper trail,604494859
9713,the lovely sparrows,bury the cynics,38452
9716,murs,murs for president,8205820
9717,leila,"blood, looms and blooms",68011
9718,land of talk,some are lakes,7188666
9720,mercury rev,snowflake midnight,555174
9721,unkle,end titles...stories for film,3055481
9722,madlib,wlib am: king of the wigflip,1313182
9723,krisiun,southern storm,590568
9724,apollo sunshine,shall noise upon,828816
9725,u2,under a blood red sky,11423703
9726,dungen,4,4255718
9727,horse feathers,house with no home,12422802
9728,bill dixon,17 musicians in search of a sound: darfur,12717
9729,dj khaled,we global,16723746
9730,the replacements,tim,28658387
9732,growing,all the way,64408
9733,lia ices,necima,397480
9734,totimoshi,milagrosa,32021
9736,gentleman jesse & his men,gentleman jesse & his men,45724
9737,david holmes,the holy pictures,3023435
9738,angela desveaux,the mighty ship,1042
9739,talkdemonic,eyes at half mast,227831
9740,jenny lewis,acid tongue,10925658
9741,high places,high places,398278
9742,koushik,out my window,1085378
9743,juliana hatfield,how to walk away,69838
9745,mogwai,the hawk is howling,11054251
9746,cold war kids,loyalty to loyalty,11039968
9749,the red krayola,fingerpointing,0
9750,tv on the radio,dear science,48479636
9751,brightblack morning light,motion to rejoin,673980
9752,sam champion,heavenly bender,304414
9753,suarasama,fajar di atas awan,7349
9755,yo la tengo,"they shoot, we score",4122807
9756,amanda palmer,who killed amanda palmer,12438787
9757,bound stems,the family afloat,77637
9758,jennifer o'connor,here with me,489996
9759,damon & naomi,more sad hits,122701
9760,fujiya & miyagi,lightbulbs,9594509
9761,hauschka,ferndorf,1587716
9762,james,hey ma,2399339
9763,solange,sol-angel and the hadley st. dreams,19438919
9764,fabulous diamonds,fabulous diamonds,0
9765,the tough alliance,the new school,8528997
9766,shugo tokumaru,exit,662435
9767,john adams,a flowering tree,60709
9768,the airborne toxic event,the airborne toxic event,35172378
9770,kings of leon,only by the night,1203120265
9775,peter bjorn and john,seaside rock,1402898
9776,original silence,the second original silence,0
9777,the shaky hands,lunglight,108871
9778,the rumble strips,girls and weather,18774916
9779,alexander tucker,portal,21799
9780,mark kozelek,7 songs belfast,216972
9781,rex the dog,the rex the dog show,5482213
9783,mugison,mugiboogie,188998
9784,cats in paris,courtcase 2000,41436
9785,calexico,carried to dust,8574371
9786,tricky,knowle west boy,2688592
9787,young widows,old wounds,753018
9788,the donkeys,living on the other side,3140415
9792,giant sand,provisions,2209036
9793,helena espvall & masaki batoh,helena espvall & masaki batoh,0
9794,nightmares on wax,thought so...,23975198
9795,metallica,death magnetic,168528718
9796,portastatic,some small history,152847
9797,parenthetical girls,entanglements,321384
9799,styrofoam,a thousand words,229350
9800,the dark romantics,heartbreaker,28640
9801,okkervil river,the stand ins,12747701
9803,kimya dawson,alphabutt,1448806
9804,brothers and sisters,fortunately,21139
9807,matthew sweet,sunshine lies,131687
9808,made out of babies,the ruiner,602532
9809,pierre de reeder,the way that it was,0
9810,the chemical brothers,brotherhood,105936820
9813,robots in disguise,we're in the music biz,577257
9815,jeezy,the recession,171724060
9816,brian wilson,that lucky old sun,653530
9818,the lord dog bird,the lord dog bird,39557
9819,james jackson toth,waiting in vain,8893
9821,roots manuva,slime & reason,2183253
9822,poni hoax,images of sigrid,2408650
9824,theresa andersson,"hummingbird, go!",1705432
9825,flying lotus,los angeles,25060645
9826,human highway,moody motorcycle,1328395
9827,kasai allstars,"in the 7th moon, the chief turned into a swimming fish and ate the head of his enemy by magic",88879
9828,rahim,laughter,34953
9829,doomtree,doomtree,2880996
9830,darker my love,2,1107540
9831,the verve,forth,20525063
9833,laura marling,"alas, i cannot swim",66065685
9835,minilogue,animals,47848
9836,truckasauras,"tea parties, guns and valor",9179
9838,french kicks,swimming,11560262
9840,bloc party,intimacy,49715058
9841,zach hill,astrological straits,427574
9842,azeda booth,in flesh tones,1594603
9844,sj esau,small vessel,109845
9846,gza,pro tools,5242273
9847,grouper,dragging a dead deer up a hill,14178982
9848,eef barzelay,lose big,952500
9849,barry adamson,back to the cat,181196
9850,the lodger,life is sweet,91720
9852,jesu,why are we not perfect? ep,101767
9853,various artists,eccentric soul: the tragar & note labels,1179711
9854,david vandervelde,waiting for the sunrise,210641
9855,the fiery furnaces,remember,200206
9856,the music tapes,music tapes for clouds and tornadoes,160765
9857,lesser gonzalez alvarez,why is bear billowing?,66389
9859,alphabeat,this is alphabeat,39964588
9860,the stills,oceans will rise,1271736
9861,various artists,total 9,91803
9863,awesome color,electric aborigines,47281
9864,correcto,correcto,128743
9865,stereolab,chemical chords,3069510
9866,death vessel,nothing is precious enough for us,222183
9867,danny!,and i love h.e.r.: original motion picture soundtrack,73371
9868,nico muhly,mothertongue,400038
9869,the jealous girlfriends,the jealous girlfriends,427442
9870,the walkmen,you & me,10367289
9871,the dandy warhols,...earth to the dandy warhols...,1711676
9872,camper van beethoven,popular songs of great enduring strength and beauty,2887744
9874,the occasional keepers,true north,3680
9876,snowman,"the horse, the rat and the swan",31819
9877,various artists,b-boy records: the masterworks,20373086
9878,devon williams,carefree,25359
9879,shannon mcardle,summer of the whore,9759
9880,kayo dot,blue lambency downward,58933
9882,ra ra riot,the rhumb line,15782365
9883,apse,spirit,4258126
9884,tittsworth,12 steps,101908
9885,wooden shjips,vol. 1,379051
9886,basic channel,bcd-2,243532
9889,the lines,memory span,80609
9893,the moondoggies,don't be a stranger,3429772
9895,scott walker,'til the band comes in,703905
9898,starling electric,clouded staircase,72410
9900,the music,strength in numbers,1841707
9902,brazilian girls,new york city,4135549
9903,icy demons,miami ice,79316
9905,takka takka,migration,56821
9909,unicycle loves you,unicycle loves you,0
9910,the faint,fasciinatiion,3890723
9911,steve reich,daniel variations,114849
9912,philip jeck,sand,43674
9915,madvillain,madvillainy 2,8760660
9916,oxford collapse,bits,58328
9917,joan as police woman,to survive,1942801
9918,the curse of company,leo magnets joins a gang,0
9919,carl stone,woo lae oak,0
9920,conor oberst,conor oberst,11678931
9921,oneida,preteen weaponry,17669
9923,lau nau,nukkuu,80242
9924,the muslims,the muslims,27458
9927,slim twig,derelict dialect,11071
9930,torche,meanderthal,2063825
9931,the byrds,live at the royal albert hall 1971,1001706
9932,martha wainwright,i know you're married but i've got feelings too,2086301
9934,dredd foole,kissing the contemporary bliss,1254
9935,the bug,london zoo,4639372
9936,manu chao,estacion proxima: esperanza,203487889
9937,sybris,into the trees,45378
9941,pas/cal,"i was raised on matthew, mark, luke & laura",54371
9942,wale,the mixtape about nothing,4536412
9943,haley bonar,big star,288048
9944,thalia zedek band,liars and prayers,4950
9945,primal scream,beautiful future,3239981
9948,the fratellis,here we stand,18298263
9949,when dinosaurs ruled the earth,not noiice,0
9950,css,donkey,5403179
9951,the dresden dolls,"no, virginia...",4166926
9952,dr. dog,fate,42897289
9953,pas chic chic,au contraire,0
9955,u2,boy,31487881
9956,bodies of water,a certain feeling,229689
9957,the night marchers,see you in magic,365379
9958,dino felipe,no fun demo,1651
9959,daedelus,love to make music to,1440766
9960,lackthereof,my haunted,27932
9961,jonathan richman,because her beauty is raw and wild,2454547
9962,karen dalton,green rocky road,717165
9964,alina simone,"everyone is crying out to me, beware",12654
9965,black kids,partie traumatic,32843402
9966,paul weller,22 dreams,2210913
9967,ida maria,fortress round my heart,13247061
9968,sic alps,a long way around to a shortcut,310360
9972,julie ocean,long gone and nearly there,5293
9973,the wombats,"a guide to love, loss & desperation",207459921
9974,head like a kite,there is loud laughter everywhere,120008
9975,harvey milk,life...the best game in town,240350
9976,david banner,the greatest story ever told,29540154
9977,we versus the shark,dirty versions,7450
9978,thurston moore,sensitive/lethal,4036
9980,nas,untitled,25901305
9981,mirah,the old days feeling,122843
9982,miles benjamin anthony robinson,miles benjamin anthony robinson,1006612
9984,ed harcourt,the beautiful lie,1164603
9985,nomo,ghost rock,108023
9987,three 6 mafia,last 2 walk,28413157
9988,au,verbs,189829
9989,sharron kraus,the fox's wedding,1095
9990,the hold steady,stay positive,5695751
9991,babyshambles,oh what a lovely tour!,3610216
9992,eat skull,sick to death,31677
9995,abe vigoda,skeleton,288247
9997,the chap,mega breakfast,190788
9998,the fall,imperial wax solvent,436040
10000,wire,object 47,322757
10001,melvins,nude with boots,1005089
10002,the war on drugs,wagonwheel blues,12087887
10003,"8ball, mjg",we are the south: greatest hits,6118963
10004,hanggai,introducing hanggai,725358
10007,nachtmystium,"assassins: black meddle, pt. 1",292987
10008,david karsten daniels,fear of flying,886323
10009,the botticellis,old home movies,95992
10010,ratatat,lp3,27214383
10011,dennis wilson,pacific ocean blue: legacy edition,8147352
10013,blackstrap,steal my horses and run,165970
10014,todd barry,from heaven,3867322
10015,beck,modern guilt,34857554
10016,earlimart,hymn and her,367954
10017,various artists,nigeria disco funk special,807050
10020,jay reatard,singles 06-07,3748570
10022,tall firs,too old to die young,80291
10023,modey lemon,season of sweets,26231
10024,"son, ambulance",someone else's deja vu,84178
10025,david bowie,live: santa monica '72,8193017
10027,syclops,i've got my eye on you,129640
10028,roommate,we were enchanted,4423
10029,joseph arthur,could we survive,388332
10030,rza,digi snacks,23356
10031,booka shade,the sun and the neon light,5502534
10032,endless boogie,focus level,75061
10033,eliot lipp,the outside,244089
10035,deltron 3030,deltron 3030,42854790
10036,girl talk,feed the animals,51456981
10037,kleerup,kleerup,29742029
10038,nurse with wound,huffin' rag blues,36533
10039,bobby womack,the best of bobby womack: the soul years,97286097
10040,pwrfl power,pwrfl power,14699
10041,pyramids,pyramids,204112
10043,the watson twins,fire songs,1921753
10044,plantlife,time traveller,364730
10045,fern knight,fern knight,28802
10047,ponytail,ice cream spiritual,208612
10049,dosh,wolves and wishes,1725836
10050,damon & naomi,within these walls,33852
10052,studio,yearbook 2,825323
10054,grails,take refuge in clean living,436416
10055,martina topley-bird,the blue god,1290811
10058,the herbaliser,same as it never was,4172418
10060,kidz in the hall,the in crowd,723539
10061,religious knives,resin,12698
10062,my brightest diamond,a thousand shark's teeth,800972
10063,stars like fleas,the ken burns effect,0
10064,dan friel,ghost town,31583
10065,twine,violets,13395
10066,tilly and the wall,o,2347603
10067,scott kelly,the wake,84653
10068,the notwist,"the devil, you + me",1969398
10069,auburn lull,begin civil twilight,132795
10070,the ting tings,we started nothing,119854689
10071,silver jews,"lookout mountain, lookout sea",1748761
10072,james blackshaw,litany of echoes,39537
10073,orchestra baobab,made in dakar,4368262
10074,the presets,apocalypso,24135835
10075,the m's,real close ones,19299
10076,wolf parade,at mount zoomer,5510778
10078,various artists,african scream contest: raw & psychedelic sounds from benin & togo 70s,1261917
10079,port o'brien,all we could do was sing,2677489
10081,jeremy jay,a place where we could go,245304
10082,coldplay,viva la vida or death and all his friends,949964649
10084,windsor for the derby,how we lost,97016
10085,monotonix,body language,47708
10090,paul haig,go out tonight,1282
10091,lukestar,lake toba,658985
10092,lil wayne,tha carter iii,661437318
10093,sloan,parallel play,358546
10095,mixel pixel,let's be friends,5240
10096,crystal antlers,ep,46208
10097,adem,takes,519739
10098,paavoharju,laulu laakson kukista,505270
10099,cassettes won't listen,small-time machine,386519
10100,yoav,charmed & strange,2907221
10101,robert pollard,robert pollard is off to business,44477
10102,supergrass,diamond hoo ha,6458338
10103,shy child,noise won't stop,401975
10105,ex reverie,the door into summer,4781
10106,my morning jacket,evil urges,32020857
10107,the orb,the dream,464534
10108,christopher bissonnette,in between words,117148
10109,walter meego,voyager,1728878
10110,james pants,welcome,1782794
10111,fleet foxes,fleet foxes,245577352
10112,erykah badu,new amerykah part one: 4th world war,28345876
10113,the death set,worldwide,1611512
10114,lemuria,get better,4178260
10115,okay,huggable dust,1106401
10117,gas,nah und fern,229024
10118,vetiver,thing of the past,4855472
10119,young knives,superabundance,2097550
10121,shearwater,rook,6637096
