artist,album,year,critic_score,user_score,comment
luluc,Sculptor,"Jul 13, 2018",78,6.8,
luluc,Passerby,"Jul 15, 2014",76,tbd,
ps i love you,For Those Who Stay,"Jul 22, 2014",72,tbd,
ps i love you,Death Dreams,"May 8, 2012",78,tbd,
anna calvi,Hunter,"Aug 31, 2018",84,8.1,
anna calvi,Strange Weather [EP],"Jul 15, 2014",71,8.0,
anna calvi,One Breath,"Oct 8, 2013",80,8.0,
anna calvi,Anna Calvi,"Mar 1, 2011",80,8.1,
goatwhore,Constricting Rage of the Merciless,"Jul 8, 2014",79,tbd,
goatwhore,Blood for the Master,"Feb 14, 2012",61,tbd,
alvvays,Antisocialites,"Sep 8, 2017",77,8.3,
alvvays,Alvvays,"Jul 22, 2014",78,8.4,
liam betson,,,,,artist not found!
trepaneringsritualen,,,,,artist not found!
anand wilder,Break Line: A Musical by Anand Wilder & Maxwell Kardon,"Jul 15, 2014",56,tbd,
honeyblood,In Plain Sight,"May 24, 2019",59,tbd,
honeyblood,Babes Never Die,"Oct 28, 2016",76,tbd,
honeyblood,Honeyblood,"Jul 15, 2014",75,7.2,
mr. dream,,,,,artist not found!
cocteau twins,,,,,artist not found!
"rioux, stephon alexander",,,,,artist not found!
united waters,,,,,artist not found!
united nations,The Next Four Years,"Jul 15, 2014",73,8.6,
dj dodger stadium,,,,,artist not found!
woman's hour,,,,,artist not found!
sons of magdalene,,,,,artist not found!
peter murphy,Lion,"Jun 3, 2014",73,tbd,
peter murphy,Ninth,"Jun 7, 2011",65,tbd,
peter murphy,Dust,"Apr 23, 2002",66,tbd,
morrissey,California Son,"May 24, 2019",57,6.4,
morrissey,Low in High School,"Nov 17, 2017",59,5.1,
morrissey,The Queen Is Dead [Deluxe Edition),"Oct 20, 2017",99,8.4,
morrissey,World Peace Is None of Your Business,"Jul 15, 2014",70,7.2,
morrissey,Your Arsenal [Definitive Master],"Feb 25, 2014",85,8.4,
morrissey,Complete,"Oct 18, 2011",88,8.8,
morrissey,Swords,"Nov 3, 2009",67,7.9,
morrissey,Years Of Refusal,"Feb 17, 2009",79,8.0,
morrissey,Ringleader Of The Tormentors,"Apr 4, 2006",75,8.0,
morrissey,Live At Earls Court,"Mar 29, 2005",74,8.6,
morrissey,You Are The Quarry,"May 18, 2004",72,8.7,
jungle,For Ever,"Sep 14, 2018",66,7.6,
jungle,Jungle,"Jul 15, 2014",72,8.1,
matthewdavid,In My World,"Jun 30, 2014",66,tbd,
reigning sound,Shattered,"Jul 15, 2014",82,7.6,
reigning sound,Love And Curses,"Aug 11, 2009",79,tbd,
mellowhype,Numbers,"Oct 9, 2012",73,7.8,
mellowhype,BlackenedWhite,"Jul 12, 2011",72,8.7,
tonstartssbandht,Sorcerer,"Mar 24, 2017",72,tbd,
"steve gunn, mike cooper",,,,,artist not found!
wolves in the throne room,Thrice Woven,"Sep 22, 2017",76,7.8,
wolves in the throne room,Celestite,"Jul 8, 2014",77,7.8,
wolves in the throne room,Celestial Lineage,"Sep 13, 2011",87,8.3,
wolves in the throne room,Black Cascade,"Mar 31, 2009",75,8.6,
spazzkid,,,,,artist not found!
late bloomer,,,,,artist not found!
babe rainbow,,,,,artist not found!
black anvil,,,,,artist not found!
sighs,,,,,artist not found!
will saul,,,,,artist not found!
braid,Red Dead Redemption (PS3),"May 18, 2010",95,8.9,
braid,Grand Theft Auto IV (PS3),"Apr 29, 2008",98,7.5,
braid,Grand Theft Auto: San Andreas (PC),"Jun 7, 2005",93,8.9,
braid,Manhunt (PC),"Apr 20, 2004",75,7.7,
braid,Manhunt (XBOX),"Apr 20, 2004",74,8.0,
braid,Manhunt (PS2),"Nov 18, 2003",76,8.3,
braid,Grand Theft Auto: Vice City (PC),"May 12, 2003",94,8.8,
kyary pamyu pamyu,,,,,artist not found!
the proper ornaments,Foxhole,"Jan 20, 2017",69,6.4,
the proper ornaments,Wooden Head,"Jul 8, 2014",77,tbd,
the skygreen leopards,Family Crimes,"Jul 8, 2014",72,tbd,
the skygreen leopards,Gorgeous Johnny,"Jul 21, 2009",71,tbd,
kasai allstars,Beware the Fetish,"Jun 24, 2014",81,tbd,
kasai allstars,"In The 7th Moon, The Chief Turned Into A Swimming Fish And Ate The Head Of His Enemy By Magic","Jul 15, 2008",83,tbd,
fhloston paradigm,The  Phoenix,"Jul 15, 2014",77,8.5,
what moon things,,,,,artist not found!
nonono,We Are Only What We Feel,"Jul 1, 2014",51,7.0,
"brian eno, karl hyde",,,,,artist not found!
the vacant lots,Departure,"Jul 1, 2014",63,tbd,
serpentine path,Serpentine Path,"Sep 11, 2012",74,tbd,
beverly,Careers,"Jul 1, 2014",73,tbd,
luke abbott,Wysing Forest,"Jun 23, 2014",72,tbd,
ooioo,Gamel,"Jul 1, 2014",77,tbd,
ooioo,Armonico Hewa,"Oct 20, 2009",74,tbd,
ooioo,Taiga,"Sep 12, 2006",78,7.9,
ooioo,Gold And Green,"Sep 13, 2005",81,8.2,
ooioo,Kila Kila Kila,"Feb 17, 2004",75,tbd,
motion sickness of time travel,Motion Sickness of Time Travel,"Jul 3, 2012",81,6.7,
caustic window,,,,,artist not found!
plastikman,Ex,"Jul 15, 2014",72,tbd,
plastikman,Closer,"Oct 21, 2003",73,6.8,
cabaret voltaire,#7885 Electropunk to Technopop,"Jul 1, 2014",86,tbd,
cabaret voltaire,#8385 (Collected Works 1983-1985),"Dec 17, 2013",80,tbd,
eaters,,,,,artist not found!
dalhous,Will to Be Well,"Jul 22, 2014",77,tbd,
dalhous,Visability is a Trap [EP],"Apr 15, 2014",73,tbd,
riff raff,Neon Icon,"Jun 24, 2014",61,6.6,
circulatory system,Mosaics Within Mosaics,"Jun 24, 2014",74,tbd,
circulatory system,Signal Morning,"Sep 8, 2009",81,8.6,
circulatory system,Circulatory System,"Aug 28, 2001",77,8.3,
trap them,Blissfucker,"Jun 10, 2014",81,tbd,
trap them,Darker Handcraft,"Mar 15, 2011",79,tbd,
old 97's,,,,,artist not found!
total control,Laughing At The System [EP],"Dec 8, 2017",83,tbd,
total control,Typical System,"Jun 24, 2014",83,7.0,
craig leon,"Anthology Of Interplanetary Folk Music, Vol. 2: The Canon","May 10, 2019",79,tbd,
craig leon,Ramones [40th Anniversary Deluxe Edition],"Sep 9, 2016",100,8.2,
ulises conti,,,,,artist not found!
mastodon,Cold Dark Place [EP],"Sep 22, 2017",74,8.1,
mastodon,Emperor of Sand,"Mar 31, 2017",78,8.1,
mastodon,Once More 'Round the Sun,"Jun 24, 2014",78,8.2,
mastodon,The Hunter,"Sep 27, 2011",83,8.5,
mastodon,Live at the Aragon,"Mar 15, 2011",62,8.1,
mastodon,Crack The Skye,"Mar 24, 2009",82,8.9,
mastodon,Blood Mountain,"Sep 12, 2006",82,8.8,
black bananas,Electric Brick Wall,"Jun 24, 2014",80,tbd,
black bananas,Rad Times Xpress IV,"Jan 31, 2012",70,tbd,
peter matthew bauer,Mount Qaf (Divine Love),"Nov 10, 2017",75,tbd,
peter matthew bauer,Liberation!,"Jun 24, 2014",77,7.2,
eyehategod,Eyehategod,"May 27, 2014",77,tbd,
a sunny day in glasgow,Sea When Absent,"Jun 24, 2014",82,8.2,
a sunny day in glasgow,"Autumn, Again","Oct 19, 2010",58,8.8,
a sunny day in glasgow,Nitetime Rainbows [EP],"Mar 2, 2010",70,tbd,
a sunny day in glasgow,Ashes Grammar,"Sep 15, 2009",77,8.5,
strand of oaks,Eraserland,"Mar 22, 2019",75,7.5,
strand of oaks,Hard Love,"Feb 17, 2017",69,7.7,
strand of oaks,Heal,"Jun 24, 2014",83,8.1,
jobriath,,,,,artist not found!
harassor,,,,,artist not found!
